tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC11444952,5569.0,0.829,0.928,4.566,14.261,
KIC11670599,6335.0,1.072,1.12,4.427,14.263,
KIC7219906,5603.0,0.846,0.941,4.556,14.266,
KIC8939650,6352.0,1.072,1.118,4.427,14.268,
KIC8937762,5521.0,0.771,0.864,4.594,14.269,
KIC9770983,5977.0,1.022,1.133,4.473,14.27,
KIC5036966,6211.0,1.44,1.013,4.127,14.27,
KIC7982917,4971.0,0.857,0.813,4.482,14.274,
KIC8210721,5619.0,1.153,0.901,4.269,14.274,
KIC5282051,5515.0,0.867,0.76,4.443,14.276,
KIC11812199,5910.0,0.94,1.032,4.505,14.277,
KIC6437617,6167.0,1.064,1.149,4.444,14.279,
KIC7751294,6388.0,1.033,1.035,4.427,14.28,
KIC6521542,6153.0,1.0,0.927,4.405,14.28,
KIC8767034,4556.0,0.615,0.669,4.676,14.28,
KIC9108058,6792.0,1.636,1.364,4.143,14.281,
KIC11867071,6617.0,1.18,1.202,4.373,14.281,
KIC6756202,5207.0,0.734,0.756,4.585,14.282,
KIC9899256,6071.0,0.887,0.93,4.511,14.282,
KIC4739194,6440.0,1.183,1.194,4.369,14.283,
KIC4466356,6072.0,0.988,1.05,4.47,14.284,
KIC5471192,6246.0,1.092,1.18,4.433,14.285,
KIC8552607,5853.0,0.868,0.961,4.544,14.286,
KIC4459924,5138.0,0.756,0.717,4.536,14.287,
KIC6119605,5250.0,0.608,0.65,4.684,14.288,
KIC10666242,5671.0,0.955,1.054,4.501,14.288,
KIC12217907,6003.0,0.932,1.019,4.507,14.291,
KIC11027722,6429.0,0.942,0.91,4.449,14.291,
KIC9549471,5812.0,0.96,0.912,4.434,14.292,
KIC10616317,,,,,14.293,
KIC5460835,6136.0,0.933,0.973,4.487,14.293,
KIC3973549,5999.0,0.95,0.952,4.461,14.293,
KIC9783760,5777.0,0.747,0.832,4.608,14.294,
KIC7047299,5840.0,0.812,0.898,4.57,14.295,
KIC5475641,4999.0,0.786,0.752,4.523,14.298,
KIC3732894,5812.0,0.914,0.781,4.408,14.298,
KIC4160006,6160.0,1.463,1.087,4.144,14.299,
KIC10490960,5897.0,1.196,0.99,4.278,14.3,
KIC7025846,6056.0,0.981,0.875,4.397,14.3,
KIC9119652,5299.0,1.769,0.837,3.865,14.305,
KIC11909686,5813.0,1.164,1.057,4.33,14.305,
KIC7031767,5674.0,0.911,0.97,4.506,14.311,
KIC2161623,6723.0,1.719,1.327,4.089,14.312,
KIC3130300,5772.0,4.434,1.657,3.364,14.313,
KIC7366065,6300.0,1.057,1.028,4.404,14.313,
KIC5456023,4916.0,2.182,0.905,3.717,14.313,
KIC9948002,6309.0,1.062,1.058,4.413,14.319,
KIC10468514,5164.0,1.676,0.91,3.949,14.319,
KIC11912932,5706.0,0.886,0.986,4.537,14.323,
KIC4367544,5583.0,1.413,0.95,4.115,14.327,
KIC5130983,6208.0,1.024,1.086,4.454,14.329,
KIC10214873,5717.0,0.884,0.984,4.538,14.331,
KIC5385269,5968.0,1.048,1.069,4.426,14.332,
KIC5039129,6306.0,1.076,1.126,4.426,14.332,
KIC7542369,6319.0,0.93,0.919,4.465,14.332,
KIC5563080,5356.0,0.871,0.81,4.466,14.333,
KIC9418508,5515.0,1.678,0.813,3.899,14.333,
KIC5014753,6068.0,1.034,1.042,4.428,14.333,
KIC9517242,5709.0,0.837,0.92,4.557,14.334,
KIC5647008,5568.0,0.882,0.873,4.488,14.335,
KIC3345973,6771.0,2.259,1.597,3.934,14.335,
KIC6699368,6120.0,1.054,1.003,4.395,14.336,
KIC6128141,6031.0,1.004,0.983,4.427,14.337,
KIC3444098,8855.0,2.858,1.964,3.818,14.338,
KIC3533469,5406.0,0.95,0.893,4.433,14.338,
KIC7918172,5209.0,1.595,0.927,3.999,14.339,
KIC4459503,,,,,14.34,
KIC10272389,5270.0,0.77,0.863,4.596,14.34,
KIC5036516,5433.0,1.348,0.944,4.154,14.34,
KIC7365447,6826.0,1.233,1.211,4.337,14.34,
KIC6594972,5955.0,0.991,0.961,4.429,14.342,
KIC4352168,5282.0,0.694,0.665,4.578,14.343,
KIC12365015,,,,,14.343,
KIC10189542,5654.0,0.849,0.904,4.536,14.346,
KIC6387450,5319.0,0.798,0.737,4.501,14.349,
KIC2581191,6208.0,1.009,1.072,4.462,14.349,
KIC10352938,6318.0,1.685,1.242,4.079,14.35,
KIC4949214,6484.0,1.153,1.178,4.386,14.351,
KIC12108312,5717.0,0.826,0.917,4.564,14.351,
KIC5266937,5661.0,0.987,0.859,4.383,14.352,
KIC4247811,5568.0,0.854,0.752,4.451,14.352,
KIC4741777,5489.0,1.11,0.981,4.339,14.353,
KIC10290447,4892.0,0.586,0.583,4.669,14.353,
KIC11401845,7796.0,2.34,1.725,3.937,14.355,
KIC4840818,6322.0,0.989,0.99,4.444,14.355,
KIC7602070,5644.0,0.806,0.9,4.575,14.356,
KIC10397315,6014.0,0.958,1.043,4.494,14.358,
KIC4575824,5689.0,0.894,0.906,4.493,14.358,
KIC6936977,5452.0,0.766,0.854,4.594,14.359,
KIC8958035,6217.0,0.989,1.056,4.472,14.36,
KIC9591070,6321.0,1.125,1.207,4.417,14.361,
KIC6276994,6241.0,1.031,1.088,4.45,14.363,
KIC8016214,5863.0,0.821,0.908,4.566,14.364,
KIC3541800,6191.0,1.025,1.088,4.454,14.367,
KIC9394920,,,,,14.367,
KIC9366988,5914.0,1.271,0.972,4.217,14.371,
KIC10384962,5941.0,0.885,0.975,4.533,14.371,
KIC3098843,5893.0,0.986,1.026,4.462,14.372,
KIC2446134,6295.0,1.08,1.065,4.401,14.372,
KIC8700537,6109.0,0.941,0.872,4.432,14.372,
KIC8474892,5869.0,1.17,0.971,4.288,14.372,
KIC4180401,5240.0,0.856,0.958,4.555,14.373,
KIC9392016,5882.0,0.833,0.923,4.56,14.375,
KIC9602562,5950.0,1.114,1.126,4.395,14.377,
KIC2157247,6052.0,0.956,0.923,4.442,14.378,
KIC8414159,6089.0,0.959,0.942,4.449,14.378,
KIC8559589,6211.0,1.056,0.993,4.389,14.38,
KIC10095484,5699.0,0.853,0.95,4.553,14.382,
KIC8241258,6072.0,0.923,1.005,4.51,14.382,
KIC6867766,6210.0,1.033,1.093,4.45,14.384,
KIC5035972,5988.0,1.143,1.152,4.382,14.385,
KIC10471090,6292.0,1.078,1.129,4.426,14.388,
KIC7025851,6300.0,1.136,1.047,4.349,14.39,
KIC11867733,5903.0,0.994,1.005,4.445,14.391,
KIC12265150,5783.0,0.88,0.977,4.539,14.391,
KIC5802478,6171.0,0.91,0.944,4.495,14.394,
KIC8042835,6769.0,1.161,1.188,4.379,14.394,
KIC5475735,5269.0,0.727,0.812,4.62,14.395,
KIC8016211,5116.0,1.619,0.944,3.994,14.395,
KIC9886221,5718.0,0.863,0.96,4.549,14.396,
KIC9943435,5769.0,0.812,0.9,4.57,14.397,
KIC9406892,5921.0,0.83,0.733,4.465,14.4,
KIC11147814,4523.0,0.653,0.641,4.615,14.401,
KIC5456319,5398.0,0.805,0.902,4.58,14.403,
KIC6028860,5614.0,0.777,0.858,4.587,14.403,
KIC10346522,5538.0,0.719,0.676,4.555,14.404,
KIC10549562,6739.0,1.275,1.283,4.332,14.408,
KIC7670485,5873.0,0.843,0.93,4.554,14.408,
KIC7269881,5088.0,0.741,0.762,4.58,14.409,
KIC8621348,5594.0,0.752,0.841,4.602,14.41,
KIC8074805,5989.0,1.324,1.063,4.221,14.412,
KIC6507427,6046.0,1.007,1.111,4.478,14.413,
KIC12251779,6161.0,0.988,0.829,4.367,14.415,
KIC10148521,5668.0,0.849,0.938,4.552,14.415,
KIC3644649,5216.0,0.735,0.819,4.613,14.415,
KIC11913072,6341.0,1.111,1.154,4.409,14.416,
KIC9528420,6214.0,1.061,1.006,4.391,14.417,
KIC5471217,5514.0,0.826,0.926,4.569,14.418,
KIC10936427,5229.0,0.668,0.659,4.607,14.419,
KIC6363494,9954.0,2.408,2.485,4.07,14.42,
KIC3645282,5645.0,0.951,0.936,4.453,14.42,
KIC8519253,6123.0,0.85,0.924,4.545,14.423,
KIC10591578,,,,,14.424,
KIC6697716,5067.0,0.715,0.686,4.565,14.424,
KIC6279823,5227.0,0.8,0.894,4.584,14.425,
KIC5262539,5931.0,0.997,0.904,4.396,14.427,
KIC7812179,5485.0,0.805,0.891,4.574,14.427,
KIC6665223,5316.0,0.872,0.834,4.477,14.427,
KIC9777089,6654.0,1.712,1.386,4.113,14.429,
KIC9153246,5578.0,0.794,0.87,4.578,14.43,
KIC11906217,4623.0,0.56,0.556,4.686,14.43,
KIC9636569,5834.0,0.774,0.862,4.591,14.433,
KIC7757698,5959.0,0.859,0.948,4.546,14.433,
KIC4666008,6325.0,1.112,1.157,4.409,14.434,
KIC9347066,5299.0,0.848,0.896,4.534,14.437,
KIC5623137,5953.0,1.068,0.857,4.314,14.44,
KIC11968513,4884.0,8.747,1.522,2.737,14.441,
KIC5530882,5706.0,0.834,0.93,4.561,14.445,
KIC5560830,6220.0,1.056,1.013,4.398,14.445,
KIC8330548,6289.0,1.118,1.164,4.407,14.446,
KIC7031340,5496.0,1.533,0.853,3.998,14.447,
KIC3836399,4911.0,0.724,0.7,4.564,14.449,
KIC6891543,5739.0,0.996,0.98,4.433,14.449,
KIC9579072,6029.0,0.956,1.04,4.494,14.453,
KIC6466939,5058.0,0.608,0.603,4.651,14.454,
KIC5449777,6266.0,1.056,0.974,4.38,14.454,
KIC10747439,6075.0,0.969,1.048,4.486,14.455,
KIC9394762,5778.0,0.911,1.028,4.531,14.457,
KIC5128966,5941.0,0.924,0.962,4.49,14.457,
KIC6527016,5277.0,1.633,0.888,3.96,14.458,
KIC8748435,5374.0,0.744,0.833,4.61,14.458,
KIC8351919,5196.0,0.784,0.863,4.586,14.458,
KIC9963009,5911.0,1.207,1.112,4.321,14.458,
KIC5629985,5788.0,0.856,0.856,4.506,14.459,
KIC7097534,5986.0,0.93,0.912,4.461,14.461,
KIC7987749,5575.0,1.423,0.86,4.066,14.461,
KIC4914399,6556.0,1.324,1.121,4.243,14.462,
KIC6685646,5821.0,0.848,0.937,4.554,14.462,
KIC3440861,,,,,14.463,
KIC4840156,5823.0,1.187,0.986,4.283,14.464,
KIC6967430,6045.0,1.028,1.055,4.439,14.467,
KIC10857342,8796.0,3.278,2.014,3.711,14.467,
KIC8374580,5559.0,1.231,0.895,4.209,14.468,
KIC2165352,4994.0,0.72,0.803,4.62,14.469,
KIC3115480,6309.0,1.396,1.306,4.265,14.469,
KIC9164836,6003.0,0.872,0.952,4.536,14.474,
KIC10034146,5470.0,0.777,0.71,4.509,14.477,
KIC10031643,5638.0,1.088,0.856,4.296,14.478,
KIC8129042,6988.0,1.67,1.459,4.155,14.478,
KIC7975727,5324.0,0.813,0.746,4.491,14.479,
KIC6628237,5931.0,1.012,0.981,4.418,14.479,
KIC4171955,6011.0,0.902,0.988,4.522,14.481,
KIC10320341,6273.0,1.044,1.099,4.442,14.482,
KIC7983756,6192.0,0.917,0.976,4.503,14.483,
KIC2711597,4861.0,0.722,0.71,4.572,14.484,
KIC2708278,5285.0,0.927,0.933,4.474,14.486,
KIC5097470,5631.0,1.132,0.998,4.33,14.487,
KIC9003126,4285.0,0.632,0.622,4.63,14.487,
KIC9049550,5421.0,1.89,0.803,3.79,14.488,
KIC9641008,5515.0,0.712,0.785,4.624,14.489,
KIC3848972,5496.0,0.776,0.869,4.592,14.489,
KIC6105359,5533.0,1.255,1.009,4.244,14.489,
KIC8367298,5515.0,1.001,0.831,4.357,14.49,
KIC11621897,6297.0,1.031,1.084,4.448,14.491,
KIC5608566,5949.0,1.156,0.998,4.311,14.491,
KIC7295570,5633.0,1.547,0.907,4.016,14.492,
KIC10258558,6095.0,1.016,0.9,4.378,14.492,
KIC8618147,6214.0,1.076,1.169,4.442,14.495,
KIC8244190,5639.0,0.859,0.959,4.551,14.495,
KIC9142225,6003.0,1.442,1.139,4.176,14.495,
KIC4349935,4447.0,0.625,0.611,4.632,14.498,
KIC10960995,4868.0,0.708,0.7,4.582,14.498,
KIC7285673,6106.0,0.982,0.893,4.405,14.498,
KIC8288741,5791.0,0.852,0.885,4.524,14.499,
KIC7941635,5313.0,0.976,0.854,4.39,14.5,
KIC8580438,5516.0,0.988,0.825,4.364,14.502,
KIC1725193,6095.0,1.158,1.154,4.371,14.502,
KIC6692833,6092.0,0.998,1.074,4.471,14.503,
KIC4851195,6446.0,1.155,1.17,4.381,14.505,
KIC9159265,5627.0,0.818,0.91,4.568,14.506,
KIC10485179,5346.0,0.725,0.81,4.621,14.507,
KIC5478055,5903.0,1.005,0.772,4.322,14.508,
KIC8265239,,,,,14.508,
KIC2831251,6175.0,1.041,1.013,4.41,14.51,
KIC10801951,5883.0,0.959,1.005,4.476,14.512,
KIC1725415,,,,,14.513,
KIC6281127,6214.0,0.965,0.972,4.457,14.514,
KIC10518399,5653.0,1.139,0.842,4.25,14.515,
KIC8590776,5818.0,0.848,0.937,4.554,14.517,
KIC4949751,5931.0,0.863,0.953,4.545,14.517,
KIC11607176,5741.0,0.82,0.837,4.533,14.518,
KIC8219673,6003.0,0.932,1.019,4.507,14.519,
KIC6599305,6158.0,1.016,1.013,4.431,14.519,
KIC7584778,5672.0,0.853,0.742,4.447,14.519,
KIC2308957,5788.0,3.211,1.52,3.607,14.52,
KIC10352603,6122.0,0.964,1.041,4.487,14.52,
KIC6677256,6358.0,1.181,1.125,4.346,14.521,
KIC6351097,5753.0,0.911,0.875,4.461,14.521,
KIC8879427,6008.0,1.006,1.018,4.44,14.524,
KIC9429631,5455.0,0.909,0.795,4.421,14.525,
KIC1572948,6606.0,1.768,1.349,4.071,14.526,
KIC7749318,5340.0,0.601,0.685,4.715,14.528,
KIC5643492,6063.0,0.788,0.874,4.584,14.528,
KIC11922648,5696.0,0.812,0.902,4.57,14.529,
KIC9818732,6484.0,1.153,1.178,4.386,14.529,
KIC7116043,5576.0,1.132,0.928,4.297,14.53,
KIC7840044,5891.0,1.015,0.934,4.395,14.53,
KIC3340312,6284.0,1.138,1.051,4.349,14.532,
KIC6438379,6043.0,0.894,0.933,4.505,14.534,
KIC4175105,5981.0,1.043,0.933,4.372,14.538,
KIC9596187,6183.0,1.02,0.969,4.407,14.538,
KIC7186665,6115.0,0.919,0.892,4.462,14.538,
KIC10351767,6340.0,1.058,1.106,4.434,14.539,
KIC5726910,5750.0,0.965,0.785,4.364,14.539,
KIC9950316,5637.0,0.821,0.902,4.564,14.54,
KIC6205405,3724.0,0.48,0.492,4.767,14.541,
KIC7970629,6267.0,0.919,0.946,4.487,14.541,
KIC10583225,5418.0,1.051,0.871,4.335,14.544,
KIC8560940,5811.0,0.811,0.898,4.571,14.545,
KIC11619964,5855.0,0.944,0.852,4.418,14.545,
KIC10599397,5480.0,0.843,0.876,4.529,14.546,
KIC10923260,6214.0,0.933,1.005,4.501,14.546,
KIC8474898,5646.0,1.153,0.918,4.278,14.546,
KIC9763754,6116.0,0.782,0.845,4.579,14.547,
KIC7379385,6157.0,1.016,0.985,4.418,14.548,
KIC10186945,5077.0,0.825,0.849,4.533,14.549,
KIC6758917,5708.0,0.795,0.883,4.578,14.549,
KIC7199724,6108.0,0.997,1.072,4.471,14.549,
KIC7777471,5904.0,0.867,0.958,4.543,14.549,
KIC10617638,5862.0,1.049,1.064,4.424,14.55,
KIC6956216,6313.0,1.935,1.179,3.936,14.55,
KIC11457191,5858.0,0.867,0.84,4.486,14.554,
KIC4743508,6124.0,1.119,0.839,4.265,14.554,
KIC5988031,5948.0,0.901,0.954,4.508,14.554,
KIC9396760,6039.0,0.921,0.992,4.505,14.555,
KIC5872150,6081.0,1.077,1.072,4.404,14.557,
KIC8008128,6214.0,1.022,1.051,4.444,14.558,
KIC9954225,6332.0,1.222,0.991,4.26,14.558,
KIC9827596,6063.0,1.012,1.117,4.476,14.561,
KIC9532424,5754.0,1.097,0.976,4.348,14.562,
KIC3632418,6202.0,1.733,1.162,4.026,8.224,
KIC6278762,5051.0,0.721,0.692,4.562,8.717,
KIC10963065,6139.0,1.194,1.016,4.291,8.769,
KIC10748390,4778.0,0.763,0.83,4.591,9.174,
KIC11013201,7221.0,4.24,2.018,3.488,9.275,
KIC8866102,6407.0,1.337,1.208,4.268,9.364,
KIC9955598,5455.0,0.888,0.902,4.497,9.439,
KIC8478994,5437.0,0.781,0.829,4.571,9.705,
KIC3544595,5648.0,0.894,0.866,4.472,9.931,
KIC9941662,9107.0,3.031,2.466,3.867,9.958,
KIC11295426,5790.0,1.198,0.997,4.279,9.997,
KIC7202957,5808.0,0.902,0.987,4.522,10.158,
KIC5383248,5683.0,0.993,0.951,4.422,10.297,
KIC11807274,6237.0,1.543,1.187,4.136,10.421,
KIC8013439,6197.0,2.188,1.198,3.837,10.421,
KIC10666592,6440.0,1.952,1.449,4.019,10.463,
KIC8292840,6214.0,1.297,1.059,4.238,10.5,
KIC4349452,6267.0,1.258,1.097,4.28,10.734,
KIC5905822,6057.0,1.467,1.081,4.139,10.787,
KIC5514383,6139.0,1.193,1.19,4.359,10.868,
KIC6153407,5721.0,0.972,0.954,4.442,10.884,
KIC7670943,6477.0,1.459,1.3,4.224,10.927,
KIC11904151,5676.0,1.044,0.884,4.347,10.961,
KIC5866724,6181.0,1.424,1.231,4.22,11.018,
KIC9592705,6150.0,2.086,1.448,3.96,11.02,
KIC6268648,6099.0,1.308,0.974,4.193,11.049,
KIC4141376,6147.0,1.04,1.014,4.412,11.072,
KIC4815520,5733.0,0.99,0.987,4.442,11.105,
KIC11127479,5952.0,1.377,1.168,4.227,11.126,
KIC4735826,5788.0,1.376,1.039,4.178,11.158,
KIC11623629,5559.0,0.873,0.882,4.502,11.195,
KIC6521045,5788.0,1.474,1.05,4.122,11.197,
KIC11446443,5820.0,0.964,0.971,4.457,11.338,
KIC5812701,6823.0,1.367,1.386,4.308,11.353,
KIC8077137,6063.0,1.613,1.092,4.061,11.39,
KIC11337566,6311.0,1.994,1.443,3.998,11.392,
KIC6528464,5587.0,1.423,0.911,4.091,11.411,
KIC3861595,6244.0,2.992,1.482,3.657,11.432,
KIC3102384,5720.0,1.08,1.067,4.4,11.457,
KIC7375348,5949.0,1.292,1.14,4.272,11.472,
KIC9451706,6075.0,1.352,1.225,4.264,11.485,
KIC4278221,5992.0,1.125,1.122,4.385,11.524,
KIC5695396,5680.0,1.016,0.978,4.414,11.525,
KIC5088536,5903.0,1.137,0.95,4.304,11.529,
KIC9015738,6026.0,1.207,1.113,4.321,11.538,
KIC3458028,7216.0,2.043,1.462,3.983,11.558,
KIC6196457,5862.0,1.67,1.142,4.05,11.565,
KIC11554435,5578.0,0.886,0.943,4.518,11.582,
KIC3640905,5010.0,3.051,1.414,3.62,11.584,
KIC7215603,6250.0,1.543,1.326,4.184,11.6,
KIC1161345,5296.0,0.815,0.911,4.576,11.631,
KIC8056665,6688.0,1.79,1.353,4.062,11.642,
KIC10593626,5516.0,0.886,0.799,4.446,11.664,
KIC7941200,5918.0,1.043,1.003,4.403,11.667,
KIC12314973,6206.0,1.573,1.305,4.159,11.684,
KIC2581316,6259.0,1.167,1.21,4.385,11.69,
KIC10586004,5758.0,1.704,1.251,4.072,11.696,
KIC7449136,6180.0,1.603,1.275,4.133,11.704,
KIC8212002,6175.0,1.307,1.244,4.299,11.714,
KIC8700771,5774.0,1.395,0.907,4.106,11.731,
KIC9696358,6054.0,2.163,1.429,3.923,11.752,
KIC6779260,5397.0,0.831,0.878,4.543,11.799,
KIC8801316,6277.0,2.741,1.465,3.728,11.801,
KIC12068975,6003.0,1.109,0.902,4.303,11.811,
KIC6021275,5931.0,1.101,0.929,4.322,11.818,
KIC5042210,5877.0,1.963,1.187,3.927,11.821,
KIC9602613,5495.0,0.961,0.932,4.442,11.83,
KIC11133306,5978.0,1.171,1.034,4.316,11.854,
KIC5561278,6065.0,1.877,1.197,3.97,11.855,
KIC6922710,5865.0,1.066,1.024,4.393,11.863,
KIC11401755,5919.0,1.585,1.009,4.042,11.866,
KIC11758544,6045.0,1.629,1.133,4.069,11.894,
KIC2571238,5546.0,0.81,0.907,4.575,11.898,
KIC11253827,5593.0,0.945,0.918,4.45,11.921,
KIC6356692,5557.0,1.249,0.897,4.198,11.926,
KIC10794087,5855.0,1.613,1.266,4.125,11.926,
KIC8494142,6143.0,1.763,1.24,4.039,11.931,
KIC4143755,5671.0,1.36,0.839,4.094,11.947,
KIC7582689,6006.0,1.082,1.081,4.403,11.973,
KIC5022828,9565.0,2.286,2.335,4.088,11.98,
KIC7175184,6070.0,1.431,1.072,4.157,11.992,
KIC12024120,6007.0,1.334,1.107,4.232,11.994,
KIC9070666,5888.0,1.645,1.136,4.061,12.003,
KIC7983117,6033.0,1.788,1.127,3.985,12.014,
KIC10795103,6471.0,1.357,1.303,4.287,12.04,
KIC10363115,5786.0,1.471,1.006,4.106,12.07,
KIC10617017,6154.0,1.636,1.287,4.12,12.071,
KIC7869917,6900.0,2.599,1.714,3.843,12.082,
KIC12416661,6231.0,2.062,1.466,3.976,12.086,
KIC5511081,5951.0,1.693,1.086,4.017,12.119,
KIC10264660,6372.0,2.001,1.313,3.954,12.128,
KIC11189311,6352.0,1.401,1.323,4.267,12.146,
KIC3545135,5827.0,0.933,0.94,4.471,12.147,
KIC11811193,6226.0,1.333,1.143,4.247,12.168,
KIC11905011,6085.0,1.463,1.29,4.218,12.182,
KIC10864656,4976.0,4.157,1.352,3.331,12.183,
KIC11460462,6387.0,1.381,1.306,4.271,12.189,
KIC5966322,5638.0,1.023,0.871,4.359,12.193,
KIC6462863,6181.0,1.331,1.106,4.234,12.205,
KIC8686097,5851.0,1.116,0.91,4.302,12.209,
KIC11853905,5795.0,1.545,1.097,4.101,12.211,
KIC8156120,6273.0,1.927,1.486,4.04,12.211,
KIC10857519,6084.0,1.358,1.076,4.204,12.217,
KIC11551692,4920.0,0.72,0.822,4.62,12.231,
KIC9549648,6157.0,1.695,1.173,4.049,12.239,
KIC10289119,5822.0,2.886,1.464,3.683,12.249,
KIC7515679,7358.0,4.037,2.054,3.538,12.252,
KIC9569711,5734.0,0.962,0.977,4.462,12.253,
KIC9898447,5615.0,0.936,1.022,4.505,12.258,
KIC2985767,5821.0,1.547,1.092,4.097,12.261,
KIC10057494,6258.0,1.239,1.135,4.307,12.278,
KIC4914423,5880.0,1.433,1.068,4.154,12.287,
KIC10905911,5779.0,0.97,0.945,4.44,12.299,
KIC11336883,6221.0,1.458,1.225,4.198,12.32,
KIC6198182,5854.0,0.979,1.03,4.469,12.32,
KIC11547513,5923.0,1.054,0.966,4.377,12.324,
KIC6587796,5731.0,1.066,0.977,4.372,12.325,
KIC5202905,6642.0,1.846,1.421,4.057,12.345,
KIC8349582,5644.0,1.411,1.053,4.162,12.346,
KIC6291837,6212.0,1.209,1.082,4.309,12.351,
KIC5094751,5945.0,1.302,1.009,4.213,12.365,
KIC3531558,5718.0,1.317,0.961,4.181,12.377,
KIC6471021,5819.0,1.111,0.972,4.334,12.391,
KIC11017901,5494.0,0.982,0.893,4.405,12.394,
KIC9753154,6732.0,1.927,1.23,3.958,12.402,
KIC9006186,5450.0,0.842,0.944,4.563,12.404,
KIC8073705,6035.0,1.303,1.009,4.212,12.405,
KIC9467404,6039.0,1.413,1.075,4.169,12.41,
KIC9885417,4872.0,0.726,0.814,4.615,12.411,
KIC10329196,5037.0,2.213,1.083,3.783,12.429,
KIC5794570,5721.0,0.905,0.983,4.517,12.43,
KIC6448890,4838.0,4.361,1.381,3.299,12.44,
KIC5124667,5504.0,1.737,1.099,3.999,12.443,
KIC12403119,5591.0,0.892,0.904,4.494,12.45,
KIC7749773,5691.0,1.458,1.068,4.139,12.458,
KIC7050989,6156.0,1.303,1.193,4.284,12.459,
KIC10453588,5753.0,1.222,0.863,4.2,12.464,
KIC9139084,5423.0,0.828,0.872,4.542,12.465,
KIC11342416,6126.0,1.406,1.212,4.224,12.476,
KIC9718066,4657.0,0.67,0.748,4.641,12.485,
KIC10875245,5847.0,1.402,1.113,4.191,12.487,
KIC7761918,6071.0,1.295,1.061,4.239,12.487,
KIC6850504,5465.0,0.925,0.876,4.449,12.498,
KIC5308537,5825.0,1.291,1.049,4.237,12.515,
KIC8753657,5678.0,0.97,1.043,4.484,12.52,
KIC11600889,5475.0,1.003,0.977,4.426,12.521,
KIC5621125,6327.0,7.663,2.646,3.092,12.538,
KIC8822366,5977.0,1.571,1.081,4.08,12.547,
KIC6029239,5767.0,0.881,0.979,4.538,12.549,
KIC7295235,5511.0,0.857,0.96,4.554,12.55,
KIC5384079,6388.0,1.402,1.259,4.244,12.556,
KIC6616218,5418.0,0.886,0.978,4.534,12.557,
KIC1026957,4859.0,0.72,0.781,4.612,12.559,
KIC6026924,6237.0,2.295,1.399,3.862,12.561,
KIC8456679,5751.0,1.071,1.028,4.391,12.566,
KIC4247991,5650.0,0.87,0.971,4.546,12.57,
KIC10471515,6017.0,1.206,1.126,4.326,12.581,
KIC9304101,5636.0,1.39,0.988,4.147,12.584,
KIC10531955,5821.0,1.132,0.995,4.328,12.589,
KIC2444412,5650.0,0.899,0.932,4.5,12.593,
KIC9086251,6164.0,1.446,1.286,4.227,12.618,
KIC12735740,5725.0,0.913,0.974,4.506,12.62,
KIC3440118,5620.0,0.884,0.971,4.533,12.624,
KIC7679812,6167.0,1.221,1.174,4.333,12.626,
KIC6071903,5313.0,0.82,0.913,4.571,12.63,
KIC7100673,5574.0,1.065,0.933,4.354,12.639,
KIC9471974,5626.0,2.057,1.247,3.907,12.654,
KIC9450647,6215.0,1.259,1.17,4.305,12.663,
KIC11259686,5929.0,1.363,1.185,4.243,12.674,
KIC3969687,6133.0,1.765,1.377,4.084,12.683,
KIC4548098,6202.0,1.122,1.213,4.422,12.692,
KIC4814502,5661.0,1.008,0.964,4.415,12.697,
KIC8008067,5620.0,1.143,1.025,4.333,12.701,
KIC11250587,5858.0,1.549,1.133,4.112,12.702,
KIC8240797,5772.0,0.956,1.022,4.487,12.706,
KIC12159249,5876.0,1.293,1.132,4.269,12.71,
KIC12785320,5250.0,0.79,0.79,4.541,12.713,
KIC9717943,6213.0,1.195,1.27,4.387,12.716,
KIC4472818,5818.0,0.986,1.032,4.464,12.72,
KIC2989404,6015.0,1.081,0.998,4.37,12.722,
KIC10136549,5683.0,1.472,1.014,4.108,12.727,
KIC3642289,6204.0,1.36,1.257,4.269,12.73,
KIC11760860,5705.0,1.026,1.069,4.444,12.737,
KIC10386922,5866.0,1.417,0.958,4.117,12.747,
KIC7364176,5731.0,0.906,0.846,4.451,12.765,
KIC11075429,7121.0,1.972,1.521,4.031,12.768,
KIC12454461,6161.0,1.169,1.251,4.399,12.77,
KIC10984090,5833.0,1.022,0.974,4.407,12.772,
KIC10130039,5782.0,1.095,0.957,4.34,12.776,
KIC10528068,5751.0,1.034,0.852,4.34,12.783,
KIC11019987,6296.0,1.444,1.233,4.21,12.788,
KIC9579641,5779.0,1.087,0.941,4.339,12.791,
KIC6289257,6023.0,1.031,1.027,4.423,12.797,
KIC1718958,5925.0,1.035,0.968,4.394,12.801,
KIC9886361,6170.0,1.499,1.282,4.192,12.805,
KIC3114811,6353.0,2.867,1.497,3.698,12.808,
KIC4914566,5979.0,2.164,1.219,3.854,12.816,
KIC7755636,6384.0,1.904,1.412,4.029,12.818,
KIC6197215,5865.0,1.388,1.023,4.163,12.824,
KIC11656246,6109.0,1.36,1.194,4.247,12.841,
KIC9022166,5508.0,1.988,1.136,3.897,12.848,
KIC10933561,5611.0,1.4,0.995,4.144,12.848,
KIC11027624,5910.0,1.727,1.164,4.03,12.849,
KIC4178606,6864.0,2.632,1.535,3.783,12.852,
KIC9693006,5696.0,1.331,1.139,4.247,12.858,
