tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC7901948,5743.0,0.853,0.949,4.553,15.106,
KIC4650733,6572.0,1.238,1.298,4.365,15.111,
KIC9225395,5325.0,0.975,0.852,4.39,15.111,
KIC8255887,5560.0,1.21,0.94,4.246,15.113,
KIC8410415,5316.0,0.915,0.878,4.459,15.115,
KIC3940418,5170.0,0.807,0.891,4.574,15.119,
KIC8678594,5588.0,1.593,1.031,4.047,15.12,
KIC11611600,4838.0,0.701,0.778,4.625,15.127,
KIC9595827,5543.0,0.887,0.997,4.54,15.127,
KIC10790387,6392.0,1.072,1.116,4.425,15.128,
KIC7033233,4670.0,0.682,0.761,4.635,15.13,
KIC9480535,6092.0,1.759,1.283,4.056,15.13,
KIC9395024,5657.0,1.182,0.975,4.282,15.133,
KIC6106282,4133.0,0.561,0.578,4.705,15.134,
KIC11356260,5822.0,0.986,0.951,4.428,15.135,
KIC11853255,4149.0,0.564,0.578,4.698,15.135,
KIC7429240,5462.0,0.946,0.924,4.452,15.139,
KIC12644822,5795.0,0.919,0.992,4.508,15.14,
KIC5184911,4827.0,0.823,0.796,4.508,15.141,
KIC10854546,6153.0,1.109,1.077,4.382,15.141,
KIC11284772,4339.0,0.553,0.573,4.711,15.142,
KIC8628973,5609.0,0.944,0.983,4.481,15.142,
KIC6200235,5325.0,0.985,0.857,4.384,15.143,
KIC9896018,5887.0,1.235,1.09,4.292,15.147,
KIC8578780,5442.0,0.974,0.887,4.409,15.15,
KIC4455231,5661.0,1.522,1.04,4.09,15.151,
KIC4850961,6392.0,1.162,1.232,4.399,15.152,
KIC10027323,3883.0,0.496,0.518,4.762,15.157,
KIC11611275,6108.0,1.03,1.132,4.466,15.158,
KIC12017109,5806.0,0.899,0.996,4.528,15.158,
KIC7366258,5427.0,0.929,0.915,4.463,15.158,
KIC9351920,6142.0,1.046,1.143,4.456,15.159,
KIC6587105,5533.0,1.072,0.933,4.348,15.16,
KIC2584163,5959.0,0.966,0.983,4.46,15.16,
KIC5881813,5332.0,1.453,0.932,4.083,15.162,
KIC7204981,5364.0,0.982,0.872,4.394,15.162,
KIC7045496,5395.0,0.734,0.821,4.615,15.164,
KIC5005121,5561.0,1.19,0.946,4.263,15.165,
KIC5871985,4477.0,0.637,0.659,4.649,15.165,
KIC8004903,5995.0,1.118,1.022,4.351,15.166,
KIC12405333,5231.0,0.86,0.808,4.476,15.168,
KIC3967326,5229.0,1.005,0.878,4.378,15.168,
KIC10881457,6085.0,1.634,1.271,4.115,15.169,
KIC11507101,5481.0,1.036,0.915,4.369,15.172,
KIC10730034,5114.0,0.878,0.817,4.463,15.173,
KIC8429314,5800.0,1.149,1.021,4.327,15.174,
KIC6921944,4299.0,0.697,0.713,4.604,15.18,
KIC6767840,6117.0,1.027,1.008,4.42,15.18,
KIC11509504,6088.0,0.958,0.934,4.446,15.18,
KIC7951018,6228.0,1.137,1.221,4.413,15.182,
KIC8082001,6108.0,1.03,1.132,4.466,15.182,
KIC11622600,4316.0,0.58,0.584,4.678,15.187,
KIC3732821,5196.0,0.772,0.726,4.524,15.187,
KIC9280239,4386.0,0.63,0.616,4.629,15.188,
KIC3937814,5323.0,0.995,0.862,4.378,15.188,
KIC9710326,3755.0,0.461,0.47,4.781,15.19,
KIC11508644,6140.0,1.027,1.094,4.455,15.192,
KIC7678434,5121.0,0.888,0.822,4.457,15.193,
KIC4142847,4895.0,0.759,0.817,4.589,15.195,
KIC9965957,5445.0,0.929,1.017,4.51,15.196,
KIC6522242,5522.0,0.747,0.786,4.586,15.196,
KIC5706595,5569.0,0.954,0.955,4.459,15.198,
KIC8544996,5655.0,0.794,0.886,4.581,15.198,
KIC9391208,5818.0,0.855,0.727,4.436,15.198,
KIC9836149,5964.0,0.933,0.968,4.484,15.2,
KIC9401997,5246.0,0.891,0.854,4.47,15.2,
KIC7450747,6028.0,1.454,1.194,4.189,15.201,
KIC6191521,5510.0,1.238,0.932,4.222,15.201,
KIC7008211,5303.0,0.753,0.734,4.55,15.206,
KIC2717158,5931.0,0.863,0.953,4.545,15.208,
KIC5456651,4959.0,0.756,0.849,4.603,15.208,
KIC9634821,5029.0,0.93,0.847,4.429,15.213,
KIC1432789,5782.0,1.22,1.035,4.28,15.214,
KIC7503885,5915.0,1.008,1.014,4.437,15.214,
KIC9518318,6032.0,1.001,1.065,4.465,15.214,
KIC9824805,6240.0,1.079,1.135,4.426,15.216,
KIC6863998,5239.0,0.826,0.83,4.523,15.219,
KIC9823457,5926.0,0.887,0.978,4.532,15.219,
KIC7549209,5783.0,0.88,0.977,4.539,15.219,
KIC7826620,4296.0,0.505,0.503,4.733,15.22,
KIC6773862,3826.0,0.516,0.54,4.744,15.22,
KIC9875711,4743.0,0.81,0.786,4.516,15.223,
KIC8880123,5856.0,1.092,1.057,4.386,15.223,
KIC8247638,5527.0,0.866,0.841,4.488,15.223,
KIC9775938,4954.0,0.885,0.827,4.462,15.223,
KIC8230616,4198.0,0.574,0.587,4.689,15.224,
KIC5358624,5150.0,0.793,0.855,4.572,15.224,
KIC9896558,6127.0,1.08,0.964,4.356,15.224,
KIC6946199,5986.0,0.85,0.886,4.527,15.229,
KIC9279354,4786.0,0.704,0.686,4.579,15.229,
KIC4248120,5530.0,0.892,0.773,4.425,15.23,
KIC6690836,5223.0,0.78,0.889,4.593,15.23,
KIC10118816,3975.0,0.509,0.535,4.753,15.233,
KIC7907423,3561.0,0.411,0.44,4.855,15.234,
KIC12404086,5129.0,0.763,0.846,4.595,15.234,
KIC9347899,6035.0,1.257,0.958,4.22,15.237,
KIC3859628,5705.0,0.905,0.943,4.499,15.24,
KIC12456601,5896.0,0.916,1.008,4.518,15.241,
KIC12110942,5880.0,0.917,1.01,4.518,15.242,
KIC1725016,5922.0,0.961,1.002,4.474,15.242,
KIC10018233,5495.0,0.961,0.932,4.442,15.243,
KIC8934103,5497.0,1.241,0.981,4.243,15.245,
KIC7676423,4811.0,0.634,0.62,4.626,15.245,
KIC9307509,5052.0,0.816,0.773,4.503,15.246,
KIC9349757,5566.0,1.099,0.938,4.329,15.246,
KIC5088400,5550.0,0.878,0.972,4.539,15.247,
KIC7212184,5843.0,1.615,1.115,4.069,15.251,
KIC3229150,5942.0,0.938,1.028,4.506,15.253,
KIC6504954,5970.0,1.015,1.089,4.463,15.254,
KIC11810124,5533.0,1.166,0.934,4.275,15.254,
KIC11752906,3757.0,0.576,0.581,4.681,15.254,
KIC7849854,5855.0,1.08,1.049,4.393,15.257,
KIC7463685,5984.0,0.906,0.993,4.521,15.257,
KIC6422070,5653.0,0.949,0.974,4.472,15.257,
KIC7825899,5191.0,0.837,0.937,4.564,15.258,
KIC9455677,5349.0,1.032,0.875,4.353,15.259,
KIC12020218,6170.0,0.992,1.063,4.472,15.259,
KIC7585481,6214.0,1.076,1.169,4.442,15.261,
KIC8680979,4891.0,0.805,0.776,4.516,15.261,
KIC7109675,5149.0,0.93,0.882,4.447,15.262,
KIC11138155,5712.0,1.082,0.976,4.359,15.263,
KIC757450,5332.0,0.843,0.821,4.5,15.264,
KIC5364071,3834.0,0.539,0.541,4.708,15.264,
KIC8233702,5730.0,0.87,0.968,4.545,15.265,
KIC2995392,6283.0,0.984,1.047,4.472,15.268,
KIC11254382,5632.0,1.176,0.965,4.282,15.269,
KIC5881688,6073.0,1.135,1.163,4.392,15.27,
KIC9166862,6033.0,1.046,1.153,4.46,15.272,
KIC7515762,5842.0,1.41,1.072,4.17,15.272,
KIC11714231,6020.0,1.04,1.051,4.427,15.273,
KIC11963206,5713.0,0.893,1.01,4.541,15.273,
KIC9517393,6063.0,1.012,1.117,4.476,15.273,
KIC9278725,5002.0,0.753,0.723,4.543,15.277,
KIC7094486,3597.0,0.514,0.522,4.734,15.278,
KIC11701407,5215.0,0.845,0.787,4.481,15.279,
KIC6041734,5596.0,1.466,0.998,4.105,15.28,
KIC11337372,5301.0,0.977,0.856,4.391,15.28,
KIC10358759,5730.0,0.87,0.968,4.545,15.282,
KIC6392727,5815.0,0.877,0.973,4.54,15.287,
KIC5184584,5919.0,1.0,1.114,4.485,15.287,
KIC5252423,4861.0,0.732,0.733,4.574,15.289,
KIC11414465,4901.0,0.758,0.733,4.544,15.29,
KIC3438507,6309.0,1.044,1.096,4.441,15.291,
KIC8636333,6247.0,0.954,1.022,4.489,15.292,
KIC9726659,5258.0,0.873,0.797,4.458,15.297,
KIC12254378,6156.0,1.05,1.114,4.443,15.298,
KIC9391506,6191.0,1.025,1.088,4.454,15.3,
KIC6941084,6096.0,1.077,1.054,4.397,15.301,
KIC10526549,4856.0,0.696,0.676,4.583,15.302,
KIC5125347,6174.0,1.103,1.162,4.417,15.302,
KIC10157458,5795.0,0.848,0.938,4.554,15.302,
KIC10028535,5172.0,0.767,0.878,4.6,15.304,
KIC6291653,5386.0,0.793,0.82,4.553,15.305,
KIC10132832,5957.0,0.971,1.083,4.498,15.306,
KIC8282846,5064.0,0.864,0.811,4.474,15.307,
KIC4078311,5585.0,0.972,1.064,4.49,15.308,
KIC8951205,5431.0,0.717,0.802,4.623,15.309,
KIC6343170,6165.0,1.115,1.048,4.365,15.309,
KIC11125613,4838.0,0.796,0.771,4.524,15.311,
KIC11960862,5992.0,0.989,0.927,4.415,15.312,
KIC10329835,3746.0,0.51,0.516,4.736,15.313,
KIC8547140,3823.0,0.492,0.513,4.765,15.314,
KIC9963265,6090.0,1.071,1.173,4.447,15.315,
KIC7303253,4919.0,0.721,0.697,4.566,15.316,
KIC11391957,5592.0,0.787,0.862,4.582,15.317,
KIC3447722,6157.0,1.33,1.08,4.224,15.319,
KIC6198999,4841.0,0.779,0.756,4.533,15.32,
KIC7703955,5792.0,1.005,0.875,4.375,15.321,
KIC5688910,6036.0,1.093,1.048,4.382,15.323,
KIC6586746,5032.0,0.817,0.789,4.511,15.329,
KIC5644412,5107.0,0.723,0.794,4.615,15.329,
KIC8430964,6173.0,1.041,1.104,4.447,15.33,
KIC9956082,6260.0,1.063,1.118,4.433,15.331,
KIC2854181,5492.0,1.016,0.921,4.389,15.331,
KIC10354039,5043.0,0.881,0.834,4.47,15.332,
KIC7046035,6274.0,1.062,1.115,4.434,15.332,
KIC5280587,5799.0,0.878,0.975,4.539,15.332,
KIC6774537,4983.0,0.807,0.771,4.512,15.333,
KIC11918099,5005.0,0.765,0.85,4.595,15.334,
KIC9085563,5751.0,1.282,1.028,4.234,15.335,
KIC11074178,5741.0,0.846,0.938,4.555,15.338,
KIC12470844,5354.0,0.788,0.884,4.587,15.339,
KIC6387542,5662.0,0.806,0.808,4.532,15.341,
KIC9946525,5227.0,0.838,0.876,4.535,15.342,
KIC10265898,5550.0,0.954,1.05,4.5,15.342,
KIC10272442,5955.0,0.91,0.999,4.52,15.344,
KIC10227020,5814.0,1.248,1.055,4.269,15.344,
KIC9405595,6244.0,1.009,1.069,4.46,15.347,
KIC10797460,5455.0,0.927,0.919,4.467,15.347,
KIC12469800,4948.0,0.816,0.782,4.508,15.351,
KIC9272070,6201.0,0.989,1.058,4.472,15.353,
KIC10909127,5431.0,0.843,0.945,4.563,15.353,
KIC11460018,5644.0,0.831,0.928,4.564,15.356,
KIC8042453,5911.0,0.914,1.006,4.519,15.356,
KIC9411166,5741.0,1.136,1.01,4.331,15.356,
KIC8073806,5903.0,0.961,0.922,4.437,15.361,
KIC5784777,5057.0,0.704,0.676,4.573,15.362,
KIC8126558,5516.0,0.967,0.856,4.399,15.364,
KIC8826878,5431.0,0.884,0.816,4.457,15.365,
KIC12366084,5714.0,1.015,1.007,4.428,15.367,
KIC3962243,5779.0,0.974,1.037,4.477,15.368,
KIC9834040,6246.0,1.092,1.18,4.433,15.368,
KIC6932987,5798.0,0.941,1.038,4.507,15.368,
KIC7663405,5157.0,0.904,0.83,4.445,15.369,
KIC10526887,6046.0,1.023,1.011,4.423,15.369,
KIC11444514,6143.0,0.976,1.027,4.47,15.37,
KIC8681833,5926.0,0.963,1.072,4.501,15.371,
KIC10028140,5288.0,0.74,0.828,4.613,15.372,
KIC12406807,6347.0,0.996,1.053,4.464,15.372,
KIC8380709,6091.0,0.967,1.045,4.487,15.373,
KIC10864531,5910.0,0.94,1.032,4.505,15.375,
KIC6428700,5015.0,0.826,0.785,4.499,15.376,
KIC11720424,6338.0,1.091,1.137,4.418,15.376,
KIC5956656,5553.0,1.107,0.933,4.32,15.376,
KIC3967760,5334.0,1.004,0.865,4.372,15.377,
KIC10730703,5288.0,0.978,0.858,4.391,15.378,
KIC9650808,5774.0,0.958,0.937,4.447,15.378,
KIC5956342,5839.0,1.067,0.881,4.327,15.381,
KIC4483138,5011.0,0.851,0.806,4.484,15.384,
KIC12066335,4077.0,0.56,0.576,4.702,15.385,
KIC9512687,5177.0,0.798,0.91,4.59,15.386,
KIC9995771,5806.0,1.158,1.024,4.321,15.386,
KIC5358241,5775.0,1.053,1.026,4.405,15.386,
KIC3641726,5349.0,0.82,0.824,4.526,15.387,
KIC10005788,4302.0,0.586,0.573,4.661,15.389,
KIC5794379,4702.0,0.686,0.67,4.592,15.389,
KIC10987985,5015.0,0.826,0.785,4.499,15.39,
KIC2165002,4987.0,0.716,0.749,4.602,15.391,
KIC8263545,5918.0,0.865,0.956,4.544,15.391,
KIC6131236,6061.0,0.97,1.05,4.486,15.391,
KIC7769819,5417.0,0.901,0.83,4.447,15.392,
KIC9893318,6245.0,1.065,1.049,4.406,15.394,
KIC11153539,6075.0,0.969,1.048,4.486,15.395,
KIC4049131,4905.0,0.761,0.739,4.544,15.398,
KIC2574338,6320.0,1.252,1.273,4.347,15.399,
KIC8490993,6077.0,0.999,1.077,4.471,15.399,
KIC6933567,5354.0,0.788,0.884,4.587,15.4,
KIC11304958,5468.0,1.046,0.93,4.367,15.4,
KIC11618601,5772.0,0.901,0.999,4.528,15.4,
KIC6287313,6082.0,1.014,1.041,4.445,15.401,
KIC5470739,5767.0,0.881,0.979,4.538,15.401,
KIC7604328,5455.0,0.909,0.795,4.421,15.404,
KIC8081239,5893.0,1.02,1.005,4.423,15.408,
KIC2832589,5251.0,0.778,0.869,4.592,15.409,
KIC6636320,5383.0,0.759,0.851,4.603,15.411,
KIC9406990,5537.0,0.88,0.999,4.549,15.412,
KIC6226908,5569.0,1.019,0.883,4.368,15.412,
KIC4725681,3747.0,0.524,0.536,4.728,15.414,
KIC8895758,5866.0,1.0,1.083,4.473,15.415,
KIC11176127,4463.0,0.611,0.662,4.677,15.415,
KIC10601284,5185.0,0.91,0.831,4.44,15.416,
KIC3629330,5922.0,1.057,0.911,4.349,15.417,
KIC9285568,5970.0,0.908,0.996,4.521,15.424,
KIC7938496,5942.0,1.142,1.009,4.327,15.425,
KIC5977470,4821.0,0.788,0.765,4.529,15.429,
KIC7629518,5900.0,0.929,0.995,4.5,15.43,
KIC5174858,5237.0,0.826,0.927,4.572,15.43,
KIC8978528,4156.0,0.545,0.559,4.712,15.434,
KIC2853093,5778.0,1.213,1.033,4.285,15.435,
KIC6867555,6321.0,1.125,1.207,4.417,15.438,
KIC10166274,3789.0,0.46,0.467,4.781,15.438,
KIC10272640,6322.0,1.075,1.124,4.426,15.439,
KIC10004519,6170.0,0.992,1.063,4.472,15.439,
KIC6368230,6083.0,0.835,0.933,4.563,15.44,
KIC10351231,6063.0,1.001,1.079,4.47,15.44,
KIC7522911,6249.0,1.076,1.13,4.428,15.442,
KIC7457296,5178.0,0.778,0.732,4.521,15.443,
KIC6032497,5878.0,0.987,0.989,4.444,15.447,
KIC7427764,5408.0,0.861,0.848,4.496,15.448,
KIC7131760,5595.0,0.741,0.808,4.606,15.449,
KIC11032227,6185.0,0.991,1.06,4.472,15.451,
KIC9597806,5869.0,0.954,1.001,4.479,15.455,
KIC6272413,5093.0,0.847,0.794,4.483,15.456,
KIC8226994,5029.0,0.838,0.798,4.494,15.46,
KIC5857540,5052.0,0.855,0.805,4.48,15.462,
KIC8016691,4257.0,0.602,0.589,4.648,15.464,
KIC9992325,4973.0,0.768,0.741,4.537,15.464,
KIC6276791,5749.0,0.864,0.961,4.547,15.466,
KIC9210387,5966.0,0.961,1.049,4.493,15.466,
KIC7815744,5350.0,0.678,0.758,4.647,15.469,
KIC9480189,5188.0,0.973,0.868,4.4,15.471,
KIC11283615,5467.0,0.808,0.906,4.578,15.471,
KIC6697605,5370.0,0.966,0.877,4.411,15.472,
KIC9214942,3976.0,0.54,0.559,4.721,15.473,
KIC9757613,3879.0,0.537,0.537,4.708,15.473,
KIC10027247,3576.0,0.463,0.482,4.791,15.474,
KIC9071593,5225.0,0.859,0.861,4.505,15.48,
KIC4385148,5745.0,0.837,0.928,4.559,15.48,
KIC7939330,5510.0,0.803,0.877,4.572,15.481,
KIC10965588,5052.0,0.855,0.805,4.48,15.481,
KIC6061119,5862.0,0.785,0.865,4.584,15.482,
KIC6356207,5063.0,0.728,0.813,4.617,15.484,
KIC12156347,4102.0,0.581,0.599,4.687,15.484,
KIC9766437,5997.0,0.904,0.991,4.522,15.485,
KIC9702006,4858.0,0.707,0.786,4.622,15.485,
KIC8824737,5530.0,0.788,0.882,4.586,15.487,
KIC10386984,3736.0,0.525,0.533,4.724,15.488,
KIC11137180,5076.0,0.763,0.86,4.598,15.489,
KIC9468551,6119.0,0.981,1.039,4.472,15.49,
KIC11030475,5167.0,0.787,0.812,4.555,15.498,
KIC8826007,4406.0,0.603,0.621,4.67,15.498,
KIC9349482,4441.0,0.546,0.538,4.695,15.498,
KIC9030537,5662.0,0.84,0.937,4.56,15.5,
KIC6619815,5982.0,0.96,1.047,4.493,15.502,
KIC7898352,5733.0,1.183,0.974,4.281,15.505,
KIC7376983,4769.0,0.714,0.799,4.622,15.505,
KIC12070811,5557.0,0.75,0.832,4.603,15.505,
KIC11403044,6174.0,1.103,1.162,4.417,15.506,
KIC10854555,6031.0,1.046,1.095,4.438,15.509,
KIC7047824,4852.0,0.804,0.778,4.519,15.514,
KIC10213902,6108.0,0.997,1.072,4.471,15.517,
KIC11812062,5497.0,0.809,0.907,4.577,15.523,
KIC8037038,5858.0,0.963,1.056,4.495,15.524,
KIC12164564,6198.0,1.005,1.072,4.464,15.526,
KIC6183511,3460.0,0.356,0.385,4.92,15.527,
KIC5980783,5646.0,0.817,0.864,4.55,15.527,
KIC3935914,5934.0,0.893,0.901,4.491,15.53,
KIC11030711,5644.0,0.969,0.981,4.457,15.531,
KIC8689373,5196.0,0.775,0.869,4.593,15.532,
KIC6784235,5895.0,0.94,1.026,4.503,15.533,
KIC10080248,5822.0,0.837,0.92,4.557,15.534,
KIC11348997,3879.0,0.578,0.619,4.707,15.535,
KIC11129258,6137.0,0.994,1.067,4.471,15.535,
KIC3657758,5668.0,0.868,0.963,4.545,15.54,
KIC5021899,5601.0,0.999,0.934,4.41,15.54,
KIC3342970,6214.0,1.076,1.169,4.442,15.541,
KIC8883593,5897.0,0.891,0.983,4.531,15.543,
KIC9031209,5288.0,0.74,0.828,4.613,15.549,
KIC6606438,6208.0,1.024,1.086,4.454,15.549,
KIC6026438,4650.0,0.706,0.704,4.589,15.549,
KIC6211812,5420.0,0.871,0.849,4.487,15.55,
KIC10863608,5766.0,0.853,0.874,4.517,15.553,
KIC9229657,5806.0,0.899,0.996,4.528,15.553,
KIC9823487,5180.0,0.769,0.86,4.597,15.554,
KIC7257966,5505.0,0.873,0.887,4.503,15.556,
KIC10395381,4869.0,0.687,0.767,4.636,15.556,
KIC9351316,4243.0,0.641,0.651,4.637,15.561,
KIC5978170,4234.0,0.639,0.636,4.63,15.561,
KIC9269042,5195.0,0.69,0.688,4.598,15.563,
KIC5438099,4955.0,0.721,0.774,4.61,15.565,
KIC8164257,4954.0,0.828,0.791,4.5,15.565,
KIC10653179,5936.0,0.965,1.075,4.501,15.57,
KIC9643874,5569.0,0.887,1.009,4.546,15.57,
KIC10591855,4313.0,0.65,0.731,4.662,15.571,
KIC6062929,5165.0,0.702,0.782,4.633,15.571,
KIC4076098,5926.0,0.913,1.004,4.519,15.572,
KIC6022556,5727.0,0.978,1.013,4.463,15.581,
KIC11718389,4391.0,0.682,0.671,4.598,15.583,
KIC4476123,5395.0,0.734,0.821,4.615,15.583,
KIC8009350,4802.0,0.699,0.738,4.616,15.587,
KIC10858691,5576.0,0.829,0.8,4.503,15.587,
KIC9285265,5626.0,1.389,0.991,4.149,15.589,
KIC9897364,6341.0,1.299,1.165,4.278,15.589,
KIC8240904,5529.0,1.294,0.947,4.19,15.59,
KIC11455181,5792.0,0.864,0.959,4.547,15.591,
KIC3114167,5653.0,0.679,0.767,4.656,15.591,
KIC8802693,5448.0,0.734,0.815,4.613,15.593,
KIC9415172,5344.0,1.013,0.867,4.365,15.596,
KIC7102227,5142.0,0.755,0.84,4.602,15.596,
KIC4061149,3683.0,0.424,0.454,4.84,15.597,
KIC9761882,5474.0,0.749,0.831,4.605,15.598,
KIC3848275,6415.0,1.224,1.293,4.374,15.598,
KIC6948054,5103.0,0.787,0.823,4.562,15.599,
KIC9472074,5151.0,0.792,0.903,4.592,15.6,
KIC10214162,6018.0,0.969,0.986,4.46,15.601,
KIC10059645,4769.0,0.742,0.724,4.557,15.602,
KIC9077124,6007.0,0.998,1.072,4.47,15.603,
KIC6849310,5527.0,0.927,0.956,4.484,15.604,
KIC11179076,4891.0,0.805,0.776,4.516,15.605,
KIC3559860,5819.0,0.99,1.049,4.468,15.606,
KIC11187837,3744.0,0.516,0.529,4.737,15.613,
KIC9395719,6147.0,1.096,1.193,4.435,15.618,
KIC6937402,5708.0,0.893,0.967,4.521,15.619,
KIC7449541,5667.0,0.781,0.873,4.587,15.62,
KIC5942808,4922.0,0.823,0.79,4.505,15.622,
KIC9589323,5155.0,0.836,0.849,4.523,15.623,
KIC6226290,5853.0,0.895,0.99,4.529,15.624,
KIC10329469,5162.0,0.736,0.817,4.611,15.624,
KIC11187436,4963.0,0.69,0.667,4.585,15.625,
KIC11080405,5009.0,0.84,0.797,4.491,15.629,
KIC4736569,4777.0,0.561,0.561,4.689,15.629,
KIC4140813,4500.0,0.688,0.768,4.638,15.637,
KIC9832208,4939.0,0.819,0.785,4.506,15.639,
KIC6185331,5774.0,0.818,0.907,4.567,15.64,
KIC10271806,5016.0,0.679,0.743,4.641,15.644,
KIC10468885,5178.0,0.797,0.896,4.585,15.645,
KIC3728432,4518.0,0.653,0.639,4.613,15.646,
KIC9205907,5982.0,0.879,0.967,4.535,15.646,
KIC8351704,3569.0,0.389,0.4,4.861,15.649,
KIC9141746,6123.0,1.107,1.159,4.413,15.649,
KIC11288505,5775.0,0.84,0.934,4.558,15.65,
KIC8414716,5198.0,0.801,0.915,4.589,15.651,
KIC6118370,6063.0,1.001,1.079,4.47,15.652,
KIC5562090,5151.0,0.785,0.758,4.528,15.652,
KIC8231667,5256.0,0.832,0.768,4.483,15.654,
KIC11860395,5602.0,1.425,0.997,4.13,15.654,
KIC11192235,3821.0,0.486,0.49,4.755,15.655,
KIC8282651,4478.0,0.651,0.637,4.615,15.658,
KIC8561231,5726.0,0.838,0.93,4.559,15.658,
KIC5621586,6123.0,0.987,1.053,4.472,15.659,
KIC5531576,4768.0,0.779,0.759,4.536,15.66,
KIC2161536,3967.0,0.587,0.593,4.674,15.661,
KIC7685981,6007.0,0.961,0.968,4.457,15.662,
KIC10924562,6572.0,1.238,1.298,4.365,15.665,
KIC1873513,3386.0,0.427,0.43,4.81,15.669,
KIC4664847,5973.0,1.085,1.181,4.439,15.67,
KIC5084171,5858.0,0.903,0.944,4.502,15.672,
KIC10670119,3825.0,0.524,0.561,4.749,15.673,
KIC8261920,4245.0,0.637,0.649,4.641,15.673,
KIC4939346,6194.0,1.069,1.161,4.445,15.674,
KIC5542466,4915.0,0.812,0.781,4.512,15.674,
KIC2721030,5957.0,0.937,1.026,4.506,15.678,
KIC9642292,5926.0,0.887,0.978,4.532,15.679,
KIC3245969,4983.0,0.728,0.836,4.617,15.681,
KIC4545570,5401.0,0.777,0.871,4.593,15.683,
KIC8007644,5831.0,0.921,1.016,4.517,15.684,
KIC12021625,5380.0,0.721,0.786,4.616,15.688,
KIC1717722,4805.0,0.688,0.769,4.633,15.689,
KIC7510820,4987.0,0.722,0.784,4.613,15.689,
KIC7690844,5900.0,0.951,1.065,4.509,15.689,
KIC12557548,4550.0,0.66,0.666,4.622,15.692,
KIC7135852,3837.0,0.517,0.544,4.747,15.692,
KIC10141900,4999.0,0.843,0.8,4.49,15.692,
KIC6779726,5889.0,0.924,0.967,4.492,15.695,
KIC9813499,5970.0,0.908,0.996,4.521,15.695,
KIC9141355,5474.0,0.763,0.847,4.598,15.696,
KIC5942949,4806.0,0.729,0.709,4.564,15.699,
KIC10723367,5500.0,1.238,0.922,4.218,15.699,
KIC5864975,5808.0,0.786,0.871,4.583,15.7,
KIC3122913,4703.0,0.701,0.686,4.582,15.701,
KIC9480310,5900.0,0.951,1.065,4.509,15.703,
KIC5780460,5123.0,0.779,0.737,4.523,15.703,
KIC4473226,5570.0,0.904,0.882,4.471,15.707,
KIC2718778,5776.0,0.849,0.939,4.554,15.708,
KIC8025596,5999.0,0.959,1.045,4.494,15.711,
KIC3354846,5569.0,0.829,0.928,4.566,15.714,
KIC10872983,6046.0,0.972,1.053,4.486,15.714,
KIC3749365,3807.0,0.503,0.534,4.762,15.715,
KIC7285757,5549.0,0.732,0.776,4.6,15.717,
KIC6349881,5275.0,0.969,0.855,4.397,15.717,
KIC9347009,5026.0,0.763,0.875,4.604,15.719,
KIC7304449,3364.0,0.274,0.26,4.978,15.722,
KIC4370527,5480.0,0.931,0.966,4.485,15.722,
KIC11513486,6046.0,1.007,1.111,4.478,15.724,
KIC4275191,5557.0,0.774,0.866,4.592,15.725,
KIC10874215,5841.0,0.931,1.047,4.52,15.728,
KIC9513865,5052.0,0.855,0.805,4.48,15.733,
KIC9076971,5142.0,0.789,0.745,4.515,15.737,
KIC6869184,5654.0,0.774,0.865,4.59,15.737,
KIC7350067,3236.0,0.193,0.169,5.097,15.737,
KIC12352520,3805.0,0.497,0.526,4.767,15.737,
KIC6945786,4935.0,0.685,0.663,4.589,15.738,
KIC11177707,5066.0,1.659,0.945,3.974,15.74,
KIC7703882,5840.0,0.849,0.942,4.553,15.741,
KIC10015937,5243.0,0.831,0.887,4.547,15.742,
KIC10585738,5343.0,0.885,0.988,4.538,15.744,
KIC4917596,4484.0,0.594,0.58,4.654,15.753,
KIC12061969,5081.0,0.77,0.864,4.596,15.753,
KIC5092266,6122.0,0.996,1.07,4.471,15.755,
KIC4760478,5548.0,1.793,1.079,3.964,15.756,
KIC3642335,3808.0,0.522,0.539,4.734,15.757,
KIC9336200,5569.0,0.829,0.928,4.566,15.758,
KIC8570333,5418.0,0.888,1.005,4.543,15.758,
KIC10686864,5068.0,0.743,0.833,4.608,15.759,
KIC6615511,5973.0,0.935,1.024,4.506,15.759,
KIC8125580,4719.0,0.502,0.52,4.753,15.759,
KIC7605093,5226.0,0.75,0.84,4.606,15.76,
KIC2716801,5911.0,0.914,1.006,4.519,15.761,
KIC8612847,5616.0,0.822,0.907,4.564,15.762,
KIC8288947,5311.0,0.788,0.884,4.588,15.764,
KIC3544640,5982.0,0.96,1.047,4.493,15.765,
KIC6543893,6068.0,1.797,1.294,4.04,15.767,
KIC6862721,5568.0,0.957,1.053,4.499,15.768,
KIC7659389,5223.0,0.885,0.913,4.505,15.768,
KIC6436029,4817.0,0.833,0.8,4.499,15.768,
KIC8630788,5717.0,0.884,0.984,4.538,15.773,
KIC6382217,3757.0,0.539,0.552,4.718,15.773,
KIC9636135,6213.0,1.195,1.27,4.387,15.776,
KIC7870390,3906.0,0.509,0.508,4.73,15.777,
KIC3749978,5712.0,0.87,0.944,4.534,15.778,
KIC10583066,4537.0,0.672,0.761,4.648,15.784,
